URI,Title,Authority,Deity,Denomination,Department,Diameter,Dynasty,Issuer,Manufacture,Material,Mint,Obverse Legend,Obverse Type,Object Type,Portrait,Reference,Region,Region-coord,Reverse Legend,Reverse Type,Weight,terminus_post_quem,terminus_ante_quem,year_avg,Thumbnail_obv,Thumbnail_rev
http://numismatics.org/collection/1930.198.373,"Bronze AE4 of Marcian, Nicomedia, AD 450 - AD 457. 1930.198.373",Marcian,,AE4,Roman,12,,,Struck,Bronze,Nicomedia,[D N MARCIANVS P F AVG],Bust r.,Coin,Marcian,RIC X Marcian 556,Bithynia,"40.766667, 29.933333",,Marcian monogram 2 within wreath with star above,1.36,450,457,453,http://numismatics.org/collectionimages/19001949/1930/1930.198.373.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.373.rev.width175.jpg
http://numismatics.org/collection/1930.198.374,"Bronze AE4 of Marcian, Thessalonica, AD 450 - AD 457. 1930.198.374",Marcian,,AE4,Roman,11,,,Struck,Bronze,Thessalonica,D N MARC]IANVS [P F AVG],Bust diademed cuirassed draped right,Coin,Marcian,RIC X Marcian 535,Macedonia,"40.65, 22.9",,Marcian mongram 1 within wreath [with cross above],0.72,450,457,453,http://numismatics.org/collectionimages/19001949/1930/1930.198.374.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.374.rev.width175.jpg
http://numismatics.org/collection/1930.198.399,"Bronze AE4 of Marcian, Nicomedia, AD 450 - AD 457. 1930.198.399",Marcian,,AE4,Roman,10,,,Struck,Bronze,Nicomedia,[D N MARC]IANVS P F AV[G],Bust diademed draped cuirassed right,Coin,Marcian,RIC X Marcian 555,Bithynia,"40.766667, 29.933333",,Marcian monogram 2 within wreath with cross above,1.07,450,457,453,http://numismatics.org/collectionimages/19001949/1930/1930.198.399.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.399.rev.width175.jpg
http://numismatics.org/collection/1930.198.418,"Bronze AE4 of Leo I, Cyzicus, AD 457 - AD 474. 1930.198.418",Leo I,,AE4,Roman,11,,,Struck,Bronze,Cyzicus,D N LEO P F AVG,Bust r.,Coin,Leo I,RIC X Leo I (East) 678,Mysia,"39.1325, 27.184167",,"Lion stg. l., wreath border",0.92,457,474,465,http://numismatics.org/collectionimages/19001949/1930/1930.198.418.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.418.rev.width175.jpg
http://numismatics.org/collection/1930.198.572,"Bronze AE4 of Leo I, Cyzicus, AD 457 - AD 474. 1930.198.572",Leo I,,AE4,Roman,10,,,Struck,Bronze,Cyzicus,D N LEO PER AVG,Bust right,Coin,Leo I,RIC X Leo I (East) 690,Mysia,"39.1325, 27.184167",,Leo I Latin monogram in wreath,1,457,474,465,http://numismatics.org/collectionimages/19001949/1930/1930.198.572.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.572.rev.width175.jpg
http://numismatics.org/collection/1930.198.589,"Bronze AE4 of Leo I, Constantinople, AD 457 - AD 474. 1930.198.589",Leo I,,AE4,Roman,12,,,Struck,Bronze,Constantinople,D N LEONS P F AVG,Bust r.,Coin,Leo I,RIC X Leo I (East) 687,Thrace,"42.15, 24.75",,Leo I monogram in wreath,1.38,457,474,465,http://numismatics.org/collectionimages/19001949/1930/1930.198.589.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.589.rev.width175.jpg
http://numismatics.org/collection/1930.198.717,"Bronze AE4 of Leo I, Constantinople, AD 457 - AD 474. 1930.198.717",Leo I,,AE4,Roman,11,,,Struck,Bronze,Constantinople,D N L-EO,Bust r.,Coin,Leo I,RIC X Leo I (East) 703,Thrace,"42.15, 24.75",None,Emperor in military dress stg. r. holding long cross in r. and captive with l.,1.3,457,474,465,http://numismatics.org/collectionimages/19001949/1930/1930.198.717.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.717.rev.width175.jpg
http://numismatics.org/collection/1930.198.746,"Bronze AE4 of Leo I, Constantinople, AD 457 - AD 474. 1930.198.746",Leo I,,AE4,Roman,12,,,Struck,Bronze,Constantinople,[D]N L-EO,Bust diademed draped cuirassed right,Coin,Leo I|Aelia Verina,RIC X Leo I (East) 714,Thrace,"42.15, 24.75",None,"Figure in long robes, nimbate, stg. fcg. holding globus cruciger in r. and sceptre transversely in l.",1.12,457,474,465,http://numismatics.org/collectionimages/19001949/1930/1930.198.746.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.746.rev.width175.jpg
http://numismatics.org/collection/1930.198.747,"Bronze AE4 of Leo I, Constantinople, AD 457 - AD 474. 1930.198.747",Leo I,,AE4,Roman,11,,,Struck,Bronze,Constantinople,[D N] L-EO,Bust diademed draped cuirassed right,Coin,Leo I|Aelia Verina,RIC X Leo I (East) 714,Thrace,"42.15, 24.75",None,"Figure in long robes, nimbate, stg. fcg. holding globus cruciger in r. and sceptre transversely in l.",0.96,457,474,465,http://numismatics.org/collectionimages/19001949/1930/1930.198.747.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.747.rev.width175.jpg
http://numismatics.org/collection/1930.198.771,"Bronze AE4 of Leo I, Uncertain value, AD 457 - AD 474. 1930.198.771",Leo I,,AE4,Roman,11,,,Struck,Bronze,uncertain,[D N LEO PER]RPET,Bust r.,Coin,Leo I|Aelia Verina,RIC X Leo I (East) 718,Uncertain value,,,"Figure in long robes, nimbate, stg. fcg. holding globus cruciger in r. and sceptre transversely in l.",0.93,457,474,465,http://numismatics.org/collectionimages/19001949/1930/1930.198.771.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.771.rev.width175.jpg
http://numismatics.org/collection/1930.198.82,"Bronze AE4 of Theodosius II, Nicomedia, AD 435. 1930.198.82",Theodosius II,,AE4,Roman,13,,,Struck,Bronze,Nicomedia,]S PF AV,Bust right,Coin,Theodosius II,RIC X Theodosius II (East) 458,Bithynia,"40.766667, 29.933333",VOT / XXX / V retrograde,Legend in wreath,0.94,435,435,435,http://numismatics.org/collectionimages/19001949/1930/1930.198.82.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.82.rev.width175.jpg
http://numismatics.org/collection/1930.198.87,"Bronze AE4 of Theodosius II, Nicomedia, AD 425 - AD 435. 1930.198.87",Theodosius II,Victory,AE4,Roman,11.5,,,Struck,Bronze,Nicomedia,[D N TH]EODOSIVS P F AVG,Bust r.,Coin,Theodosius II,RIC X Theodosius II (East) 436,Bithynia,"40.766667, 29.933333",CONCOR[DIA AVGG],"Victory stg. facing, wreath in each hand",1.22,425,435,430,http://numismatics.org/collectionimages/19001949/1930/1930.198.87.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.87.rev.width175.jpg
http://numismatics.org/collection/1930.198.89,"Bronze AE3-4 of Theodosius II, Constantinople, AD 425 - AD 435. 1930.198.89",Theodosius II,,AE3-4,Roman,10,,,Struck,Bronze,Constantinople,D N THEOD[OSIVS P F AVG],Bust r.,Coin,Theodosius II,LRBC.2.2238-9|RIC X Theodosius II (East) 445,Thrace,"42.15, 24.75",,Cross in wreath,0.74,425,435,430,http://numismatics.org/collectionimages/19001949/1930/1930.198.89.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.89.rev.width175.jpg
http://numismatics.org/collection/1930.198.90,"Bronze AE3-4 of Theodosius II, Constantinople, AD 425 - AD 435. 1930.198.90",Theodosius II,,AE3-4,Roman,11,,,Struck,Bronze,Constantinople,[D N T]HEODSVS P F [AVG],Bust draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 445,Thrace,"42.15, 24.75",,Cross in wreath,0.59,425,435,430,http://numismatics.org/collectionimages/19001949/1930/1930.198.90.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.90.rev.width175.jpg
http://numismatics.org/collection/1930.198.93,"Bronze AE3-4 of Theodosius II, Antioch, AD 425 - AD 435. 1930.198.93",Theodosius II,,AE3-4,Roman,11,,,Struck,Bronze,Antioch,[D]N THE[ODOSIVS P F AVG,Bust right,Coin,Theodosius II,RIC X Theodosius II (East) 453,Syria,"33.513056, 36.291944",,Cross in wreath,0.34,425,435,430,http://numismatics.org/collectionimages/19001949/1930/1930.198.93.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.93.rev.width175.jpg
http://numismatics.org/collection/1930.198.94,"Bronze AE3-4 of Theodosius II, Nicomedia, AD 425 - AD 435. 1930.198.94",Theodosius II,,AE3-4,Roman,12,,,Struck,Bronze,Nicomedia,D N THEODOS[IVS P F AVG],Bust diademed right,Coin,Theodosius II,LRBC.2.2605-6|RIC X Theodosius II (East) 448,Bithynia,"40.766667, 29.933333",,Cross in wreath,0.93,425,435,430,http://numismatics.org/collectionimages/19001949/1930/1930.198.94.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.94.rev.width175.jpg
http://numismatics.org/collection/1930.198.991,"Bronze AE4 of Zeno, Thessalonica, AD 476 - AD 491. 1930.198.991",Zeno,,AE4,Roman,10,,,Struck,Bronze,Thessalonica,D N ZE[ ],Bust r.,Coin,Zeno,RIC X Zeno (East) 958,Macedonia,"40.65, 22.9",,Zeno monogram 1 in wreath,0.77,476,491,483,http://numismatics.org/collectionimages/19001949/1930/1930.198.991.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1930/1930.198.991.rev.width175.jpg
http://numismatics.org/collection/1937.146.1794,"Gold Solidus of Zeno, Constantinople, AD 474 - AD 491. 1937.146.1794",Zeno,Victory,Solidus,Roman,20.5,,Zeno,,Gold,Constantinople,D N ZENO - PERP AVG,Bust facing helmeted cuir. holding spear in r. and shield on l. shoulder,Coin,,,,,VICTORI-A AVGGG,Victory stg. l. holding cross sceptre star in right field,4.149,474,491,482,http://numismatics.org/collectionimages/19001949/1937/1937.146.1794.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1937/1937.146.1794.rev.width175.jpg
http://numismatics.org/collection/1941.131.920,"Silver Siliqua of Libius Severus, Rome, AD 461 - AD 465. 1941.131.920",Libius Severus,,Siliqua,Roman,12.5,,Libius Severus,,Silver,Rome,D N LIB SE[VER]VS P F A[VG],bust diademed draped cuirassed right,Coin,,,,,,Chi Ro within wreath,1.009,461,465,463,http://numismatics.org/collectionimages/19001949/1941/1941.131.920.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1941/1941.131.920.rev.width175.jpg
http://numismatics.org/collection/1944.100.14983,"Silver Half siliqua of Zeno, Mediolanum, AD 476 - AD 491. 1944.100.14983",Zeno,,Half siliqua,Roman,13,,,Struck,Silver,Mediolanum,D N ZENO - P[ER]P AVG,"Bust of Zeno, wearing pearl diadem, draped, cuirassed, right",Coin,Zeno,RIC X Zeno (West) 3616,Italy,"41.9, 12.5",,"Turreted figure, standing left, holding sceptre in right hand and cornucopiae in left hand; right foot on prow",0.95,476,491,483,http://numismatics.org/collectionimages/19001949/1944/1944.100.14983.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.14983.rev.width175.jpg
http://numismatics.org/collection/1944.100.20451,"Gold Tremissis of Zeno, Rome, AD 476 - AD 491. 1944.100.20451",Zeno,,Tremissis,Roman,13,,,Struck,Gold,Rome,D N ZENO P-ERP F AV[G],Bust diademed draped right,Coin,Zeno,RIC X Zeno (West) 3660,Italy,"41.9, 12.5",,Cross in wreath,1.42,476,491,483,http://numismatics.org/collectionimages/19001949/1944/1944.100.20451.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.20451.rev.width175.jpg
http://numismatics.org/collection/1944.100.54789,"Gold Solidus of Arcadius, Constantinople, AD 397 - AD 402. 1944.100.54789",Arcadius,Constantinopolis,Solidus,Roman,20,,,Struck,Gold,Constantinople,D N ARCADI-VS P F AVG,"Bust facing helmeted, cuir. with shield and spear",Coin,Arcadius,RIC X Arcadius 7|Sab.10,Thrace,"42.15, 24.75",CONCORDI-A AVGG,Concordia std. r. holding sceptre and Victory,4.469,397,402,399,http://numismatics.org/collectionimages/19001949/1944/1944.100.54789.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54789.rev.width175.jpg
http://numismatics.org/collection/1944.100.54790,"Gold Solidus of Arcadius, Constantinople, AD 403 - AD 408. 1944.100.54790",Arcadius,Victory,Solidus,Roman,20,,,Struck,Gold,Constantinople,D N ARCADIVS P F AVG,"Bust facing helmeted, cuirassed with shield and spear",Coin,Arcadius,RIC X Arcadius 29|S.17,Thrace,"42.15, 24.75",NOVA SPES REIPVBLICAE,Victory seated right engraving shield XX XXX,4.478,403,408,405,http://numismatics.org/collectionimages/19001949/1944/1944.100.54790.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54790.rev.width175.jpg
http://numismatics.org/collection/1944.100.54791,"Bronze AE3 of Arcadius, Nicomedia, AD 395 - AD 401. 1944.100.54791",Arcadius,,AE3,Roman,18,,,Struck,Bronze,Nicomedia,D N ARCADIVS P F AVG,Bust diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 64|Sab.32,Bithynia,"40.766667, 29.933333",VIRTVS EXERCITI,"Emperor standing left holding spear and shield, Victory presenting him wreath",2.083,395,401,398,http://numismatics.org/collectionimages/19001949/1944/1944.100.54791.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54791.rev.width175.jpg
http://numismatics.org/collection/1944.100.54792,"Bronze AE3 of Arcadius, Constantinople, AD 401 - AD 403. 1944.100.54792",Arcadius,Constantinopolis,AE3,Roman,18,,,Struck,Bronze,Constantinople,D N ARC[ADI]VS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Arcadius,RIC X Arcadius 86,Thrace,"42.15, 24.75",CONCORDIA AVG[G],Constantinopolis standing holding spear and victoriola,2.585,401,403,402,http://numismatics.org/collectionimages/19001949/1944/1944.100.54792.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54792.rev.width175.jpg
http://numismatics.org/collection/1944.100.54793,"Bronze AE3 of Arcadius, Constantinople, AD 395 - AD 401. 1944.100.54793",Arcadius,,AE3,Roman,17,,,Struck,Bronze,Constantinople,[D N AR]CADIVS P F AVG,Bust diademed draped cuirassed right,Coin,Arcadius,LRBC.2.2205|RIC X Arcadius 60,Thrace,"42.15, 24.75",VIRTVS EXERCITI,Emperor standing leftholding spear and shield being crowned by Victory,2.596,395,401,398,http://numismatics.org/collectionimages/19001949/1944/1944.100.54793.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54793.rev.width175.jpg
http://numismatics.org/collection/1944.100.54794,"Bronze AE3 of Arcadius, Constantinople, AD 395 - AD 401. 1944.100.54794",Arcadius,,AE3,Roman,16,,,Struck,Bronze,Constantinople,D N ARCADIVS P F AVG,Bust diademed draped cuirassed right,Coin,Arcadius,LRBC.2.2205|RIC X Arcadius 60,Thrace,"42.15, 24.75",VIRTVS EXERCITI,Emperor standing leftholding spear and shield being crowned by Victory,2.683,395,401,398,http://numismatics.org/collectionimages/19001949/1944/1944.100.54794.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54794.rev.width175.jpg
http://numismatics.org/collection/1944.100.54795,"Bronze AE3 of Arcadius, Constantinople, AD 401 - AD 403. 1944.100.54795",Arcadius,Constantinopolis,AE3,Roman,15,,,Struck,Bronze,Constantinople,D N ARCADIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Arcadius,LRBC.2.2800|RIC X Arcadius 86,Thrace,"42.15, 24.75",CONCORDIA AVG[ ],"Constantinopolis standing facing holding spear and victoriola, prow by right foot",2.792,401,403,402,http://numismatics.org/collectionimages/19001949/1944/1944.100.54795.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54795.rev.width175.jpg
http://numismatics.org/collection/1944.100.54796,"Bronze AE3 of Arcadius, Cyzicus, AD 395 - AD 401. 1944.100.54796",Arcadius,,AE3,Roman,18,,,Struck,Bronze,Cyzicus,D N ARCADIVS P F AVG,Bust diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 66,Mysia,"39.1325, 27.184167",VIRTVS EXERCITI,"Emperor standing leftholding spear and shield, Victory presenting him wreath",1.882,395,401,398,http://numismatics.org/collectionimages/19001949/1944/1944.100.54796.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54796.rev.width175.jpg
http://numismatics.org/collection/1944.100.54797,"Bronze AE3 of Arcadius, Cyzicus, AD 395 - AD 401. 1944.100.54797",Arcadius,,AE3,Roman,17,,,Struck,Bronze,Cyzicus,D N ARCADIVS P F AVG,Bust diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 66,Mysia,"39.1325, 27.184167",VIRTVS EXERCITI,"Emperor standing left holding spear and shield, Victory presenting him wreath",2.556,395,401,398,http://numismatics.org/collectionimages/19001949/1944/1944.100.54797.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54797.rev.width175.jpg
http://numismatics.org/collection/1944.100.54798,"Bronze AE3 of Arcadius, Cyzicus, AD 395 - AD 401. 1944.100.54798",Arcadius,,AE3,Roman,17,,,Struck,Bronze,Cyzicus,D N ARCADIVS [P F AVG],Bust pearl diademed draped right,Coin,Arcadius,RIC X Arcadius 66,Mysia,"39.1325, 27.184167",VIRTVS [EXERCITI],"Emperor standing left holding spear and shield, Victory presenting him wreath",2.166,395,401,398,http://numismatics.org/collectionimages/19001949/1944/1944.100.54798.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54798.rev.width175.jpg
http://numismatics.org/collection/1944.100.54799,"Bronze AE3 of Arcadius, Antioch, AD 395 - AD 401. 1944.100.54799",Arcadius,,AE3,Roman,14,,,Struck,Bronze,Antioch,D N ARCADIVS P F AVG,Bust pearl diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 70,Syria,"33.513056, 36.291944",VIRTVS EXERCITI,"Emperor standing left holding spear and shield, Victory presenting him wreath",1.569,395,401,398,http://numismatics.org/collectionimages/19001949/1944/1944.100.54799.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54799.rev.width175.jpg
http://numismatics.org/collection/1944.100.54800,"Bronze AE3 of Arcadius, Cyzicus, AD 401 - AD 403. 1944.100.54800",Arcadius,Constantinopolis,AE3,Roman,16,,,Struck,Bronze,Cyzicus,D N ARCADIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Arcadius,RIC X Arcadius 94,Mysia,"39.1325, 27.184167",CONCORDIA AVGG,Constantinopolis standing front head right holding spear and Victory,1.838,401,403,402,http://numismatics.org/collectionimages/19001949/1944/1944.100.54800.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54800.rev.width175.jpg
http://numismatics.org/collection/1944.100.54801,"Bronze AE3 of Arcadius, Cyzicus, AD 401 - AD 403. 1944.100.54801",Arcadius,Constantinopolis,AE3,Roman,16,,,Struck,Bronze,Cyzicus,D N ARCADIVS P F AVG,Bust facing helmeted cuirassed with spear and shield,Coin,Arcadius,RIC X Arcadius 94,Mysia,"39.1325, 27.184167",CONCORDIA AVGG,Concordia standing right holding spear and Victory,2.62,401,403,402,http://numismatics.org/collectionimages/19001949/1944/1944.100.54801.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54801.rev.width175.jpg
http://numismatics.org/collection/1944.100.54802,"Bronze AE3 of Arcadius, Cyzicus, AD 406 - AD 408. 1944.100.54802",Arcadius,,AE3,Roman,15,,,Struck,Bronze,Cyzicus,D N ARCADIVS P F AVG,"Bust pearl diademed draped cuirassed right, star in left field",Coin,Arcadius|Honorius|Theodosius II,RIC X Arcadius 148,Mysia,"39.1325, 27.184167",GLORIA ROMANORVM,Three emperors standing,1.717,406,408,407,http://numismatics.org/collectionimages/19001949/1944/1944.100.54802.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54802.rev.width175.jpg
http://numismatics.org/collection/1944.100.54803,"Bronze AE3 of Arcadius, Cyzicus, AD 406 - AD 408. 1944.100.54803",Arcadius,,AE3,Roman,14,,,Struck,Bronze,Cyzicus,D N ARCA[DI]VS P F AVG,"Bust pearl diademed draped cuirassed right, star in left field",Coin,Arcadius|Honorius|Theodosius II,RIC X Arcadius 148,Mysia,"39.1325, 27.184167",GLORIA ROMANORVM,Three emperors standing,1.499,406,408,407,http://numismatics.org/collectionimages/19001949/1944/1944.100.54803.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54803.rev.width175.jpg
